OBJECTID_1,FID_teocin,OBJECTID,FID_Maices,Id,IdEjemplar,Raza_prima,Complejo_r,Anhio_Cole,Periodo_Co,Estado,Municipio,Localidad,Altitud,longitude,latitude,NOMBRE,FID_region,PROVBIOB,id_pbiob,id_pbiobr
778,777,778,5,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PURUANDIRO,Km 2 Puruándiro-Las Pilas,1948,-101.4833333,20.08333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
779,778,779,7,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PURUANDIRO,"Km 2 Puruándiro-Cuitzeo, paseo Agua Tibia",1941,-101.4833333,20.08333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
780,779,780,318,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHUCÁNDIRO,Chucándiro,2074,-101.9891667,20.08888889,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
781,780,781,321,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PURUÁNDIRO,La Quemada,1863,-101.4344444,20.09555556,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
782,781,782,328,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PURUÁNDIRO,La Quemada,1863,-101.4344444,20.09555556,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
783,782,783,4,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PENJAMILLO,Penjamillo,1775,-101.9333333,20.1,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
784,783,784,118,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PENJAMILLO,Penjamillo de Degollado,1700,-101.9333333,20.1,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
785,784,785,39,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,COJUMATLAN DE REGULES,"5-7 Km suroeste Cojumatlán, barranca Juan Diego",1700,-102.8833333,20.1,EJE NEOVOLCÁNICO,1,Occidente,5,V
786,785,786,345,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PENJAMILLO,Penjamillo,1800,-101.9591667,20.11194444,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
787,786,787,31,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,PURUANDIRO,Km 2 Puruandiro-Las Tortugas,1880,-101.45,20.11666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
788,787,788,330,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLÁN,El Salitre,1542,-102.6086111,20.11916667,EJE NEOVOLCÁNICO,1,Occidente,5,V
789,788,789,331,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLÁN,El Salitre,1542,-102.6086111,20.11916667,EJE NEOVOLCÁNICO,1,Occidente,5,V
790,789,790,339,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLÁN,El Salitre,1542,-102.6086111,20.11916667,EJE NEOVOLCÁNICO,1,Occidente,5,V
791,790,791,340,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLÁN,El Salitre,1542,-102.6086111,20.11916667,EJE NEOVOLCÁNICO,1,Occidente,5,V
792,791,792,342,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Huapamacato,1823,-102.0875,20.14055556,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
793,792,793,344,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Huapamacato,1823,-102.0875,20.14055556,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
794,793,794,307,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ECUANDUREO,Ecuandureo,1548,-102.2591667,20.145,EJE NEOVOLCÁNICO,1,Occidente,5,V
795,794,795,332,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ECUANDUREO,Ecuandureo,1548,-102.2591667,20.145,EJE NEOVOLCÁNICO,1,Occidente,5,V
796,795,796,343,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ECUANDUREO,Ecuandureo,1548,-102.2591667,20.145,EJE NEOVOLCÁNICO,1,Occidente,5,V
797,796,797,154,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Cerro Churintzio,1940,-102.05,20.15,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
798,797,798,29,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Cerro Churintzio,1800,-102.0833333,20.15,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
799,798,799,16,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 351.3 autopista Guadalajara-Morelia,1801,-102.1,20.15,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
800,799,800,155,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre,1940,-102.35,20.15,EJE NEOVOLCÁNICO,1,Occidente,5,V
801,800,801,119,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,GUANAJUATO,URIANGATO,"Uriangato, salida a Salamanca",1785,-101.1666667,20.15,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
802,801,802,226,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,GUANAJUATO,URIANGATO,Uriangato,1785,-101.1666667,20.15,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
803,802,803,308,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLÁN,Ojo de Agua,1528,-102.3661111,20.15694444,EJE NEOVOLCÁNICO,1,Occidente,5,V
804,803,804,333,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,La Higuera,1816,-102.0869444,20.16083333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
805,804,805,6,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ZINAPARO,Jalapa,1917,-102.0333333,20.16666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
806,805,806,3,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 3.2 Churintzio-La Noria,1809,-102.0666667,20.16666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
807,806,807,123,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 1.5 Churintzio-La Noria,1790,-102.0833333,20.16666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
808,807,808,74,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre,1530,-102.3833333,20.16666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
809,808,809,11,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,GUANAJUATO,URIANGATO,"Uriangato, salida a Yuriria",1880,-101.15,20.16666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
810,809,810,28,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ZINAPARO,Jalapa,1840,-102.0333333,20.18333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
811,810,811,121,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,IXTLAN,El Salitre 1-2 Km sureste,1530,-102.3666667,20.18333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
812,811,812,302,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,MORELOS,Jururemba,2208,-101.4694444,20.18944444,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
813,812,813,122,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,Km 3.5 Churintzio-La Noria,1760,-102.1,20.2,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
814,813,814,306,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,VISTA HERMOSA,Vista Hermosa,1665,-102.3588889,20.21777778,EJE NEOVOLCÁNICO,1,Occidente,5,V
815,814,815,300,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,GUANAJUATO,MOROLEÓN,La Cinta,1843,-101.1605556,20.23527778,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
816,815,816,304,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,ZINÁPARO,Jalapa,1719,-101.9477778,20.24,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
817,816,817,138,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,"Rancho Aranguren, San José de Las Moras",1505,-102.6,20.3,EJE NEOVOLCÁNICO,1,Occidente,5,V
818,817,818,418,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,1 km N de La Providencia,1542,-102.6341667,20.31194444,EJE NEOVOLCÁNICO,1,Occidente,5,V
819,818,819,139,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,"La Providencia, 2 Km al norte",1542,-102.6166667,20.31666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
820,819,820,141,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,"La Providencia 1 Km al norte, La Noria",1520,-102.6166667,20.31666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
821,820,821,417,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,2 km N de La Providencia,1544,-102.6316667,20.3225,EJE NEOVOLCÁNICO,1,Occidente,5,V
822,821,822,566,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,Loreto,1543,-102.4838889,20.33277778,EJE NEOVOLCÁNICO,1,Occidente,5,V
823,822,823,142,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,PONCITLAN,"Poncitlán, Salida a Guadalajara",1565,-102.9333333,20.36666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
824,823,824,416,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,LA BARCA,El Gobernador,1540,-102.4163889,20.37694444,EJE NEOVOLCÁNICO,1,Occidente,5,V
825,824,825,567,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,PONCITLÁN,Poncitlán,1565,-102.9433333,20.37888889,EJE NEOVOLCÁNICO,1,Occidente,5,V
826,825,826,140,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,PONCITLAN,Km 3 Ahuatlán-Poncitlán,1510,-102.9,20.4,EJE NEOVOLCÁNICO,1,Occidente,5,V
827,826,827,419,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,ZAPOTLÁN DEL REY,Km 2 Poncitlán-Ahuatlán,1550,-102.9044444,20.40333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
828,827,828,163,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLAN,"San Jerónimo, Cerro Grande",1597,-102.3333333,20.41666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
829,828,829,22,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLAN,"San Jerónimo, Valle 4 Km norte",1520,-102.35,20.41666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
830,829,830,23,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLAN,"San Jerónimo, falda Cerro Grande",1535,-102.35,20.41666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
831,830,831,24,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLAN,"San Jerónimo, Cerro Grande",1600,-102.35,20.41666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
832,831,832,565,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLÁN,Santa Rita-Cerro Grande (lado Oeste),1568,-102.3611111,20.41833333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
833,832,833,415,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,JALISCO,AYOTLÁN,Extremo Este Cerro Grande (San Jerónimo),1583,-102.3383333,20.4225,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
834,833,834,729,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,ACATLAN DE JUAREZ,Acatlán,1429,-103.5833333,20.41666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
835,834,835,796,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,ACATLAN DE JUAREZ,Acatlan,1470,-103.5833333,20.41666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
836,835,836,832,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,VILLA CORONA,Aguacaliente,1420,-103.6833333,20.45,EJE NEOVOLCÁNICO,1,Occidente,5,V
837,836,837,873,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,VILLA CORONA,Aguacaliente,1420,-103.6833333,20.45,EJE NEOVOLCÁNICO,1,Occidente,5,V
838,837,838,730,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,TLAJOMULCO DE ZUÑIGA,Tlajomulco,1611,-103.4666667,20.51666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
839,838,839,746,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,ATOTONILCO EL ALTO,Atotonilco II,1755,-102.4333333,20.55,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
840,839,840,745,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,ATOTONILCO EL ALTO,Atotonilco I,1628,-102.45,20.55,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
841,840,841,744,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,ZAPOTLANEJO,Zapotlanejo,1469,-103.1166667,20.6,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
842,841,842,743,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,TONALA,Tonalá,1556,-103.1666667,20.6,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
843,842,843,164,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AMECA,Quexpan-Las Raíces,1139,-104.2166667,20.6,EJE NEOVOLCÁNICO,1,Occidente,5,V
844,843,844,111,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AMECA,Quexpan-Las Raíces,1050,-104.2333333,20.6,EJE NEOVOLCÁNICO,1,Occidente,5,V
845,844,845,584,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,AMECA,Quexpan-Las Raíces,1200,-104.2258333,20.61083333,EJE NEOVOLCÁNICO,1,Occidente,5,V
846,845,846,583,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,K10 Guachinango-La Ciénega (La Loma),1415,-104.4194444,20.62777778,EJE NEOVOLCÁNICO,1,Occidente,5,V
847,846,847,113,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,Km 10 Guachinango-La Ciénega,1385,-104.4166667,20.63333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
848,847,848,145,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,Km 10 Guachinango-La Ciénega,1400,-104.4166667,20.63333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
849,848,849,757,0,0,Tripsacum lanceolatum,Tripsacum,0,0,JALISCO,JESUS MARIA,Josefino de Allende,2050,-102.05,20.68333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
850,849,850,806,0,0,Tripsacum lanceolatum,Tripsacum,0,0,JALISCO,JESUS MARIA,Josefino de Allende,2050,-102.05,20.68333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
851,850,851,816,0,0,Tripsacum lanceolatum,Tripsacum,0,0,JALISCO,JESUS MARIA,Josefino de Allende,2050,-102.05,20.68333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
852,851,852,818,0,0,Tripsacum lanceolatum,Tripsacum,0,0,JALISCO,JESUS MARIA,Josefino de Allende,2050,-102.05,20.68333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
853,852,853,112,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,"La Ciénega de Los Ahumada, Potrero La Fortuna",1320,-104.5,20.68333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
854,853,854,788,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,GUADALAJARA,Huentitan,1450,-103.3,20.71666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
855,854,855,790,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,GUADALAJARA,Huentitan,1450,-103.3,20.71666667,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
856,855,856,131,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,ETZATLAN,Oconahua,1370,-104.1166667,20.71666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
857,856,857,791,0,0,Tripsacum bravum,Tripsacum,0,0,JALISCO,GUADALAJARA,Independencia,1480,-103.3166667,20.73333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
858,857,858,797,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,GUADALAJARA,Independencia,1480,-103.3166667,20.73333333,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
859,858,859,36,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,GUANAJUATO,MANUEL DOBLADO,Manuel Doblado,1710,-101.8333333,20.75,EJE NEOVOLCÁNICO,3,Bajio y Altos de Jalisco,6,VI
860,859,860,165,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLAN DE CAÑAS,3 Km este de Amatlán de Cañas,856,-104.3833333,20.78333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
861,860,861,110,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLAN DE CAÑAS,Los Copales,900,-104.4,20.8,EJE NEOVOLCÁNICO,1,Occidente,5,V
862,861,862,168,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,El Tablillo,1123,-104.5333333,20.8,EJE NEOVOLCÁNICO,1,Occidente,5,V
863,862,863,26,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,"El Tablillo, Huerta de Villegas",1090,-104.55,20.8,EJE NEOVOLCÁNICO,1,Occidente,5,V
864,863,864,25,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,MASCOTA,"Zacatongo 2 Km sur-suroeste, arroyo El Pujillo",620,-104.5833333,20.8,EJE NEOVOLCÁNICO,1,Occidente,5,V
865,864,865,166,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLAN DE CAÑAS,"Amatlán de Cañas, junto al panteón",880,-104.4,20.81666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
866,865,866,497,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLÁN DE CAÑAS,Amatlán de Cañas,880,-104.4136111,20.81944444,EJE NEOVOLCÁNICO,1,Occidente,5,V
867,866,867,498,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLÁN DE CAÑAS,Amatlán de Cañas,880,-104.4136111,20.81944444,EJE NEOVOLCÁNICO,1,Occidente,5,V
868,867,868,499,0,0,Balsas,Zea mays subsp. Mexicana,0,0,NAYARIT,AMATLÁN DE CAÑAS,Amatlán de Cañas,880,-104.4136111,20.81944444,EJE NEOVOLCÁNICO,1,Occidente,5,V
869,868,869,27,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,"7 Km noreste Zacatongo, camino a Tepuzhuacán",1000,-104.55,20.83333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
870,869,870,167,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,GUACHINANGO,"El Rodeo, Km 7 Tepuzhuacán-El Tablillo",888,-104.55,20.83333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
871,870,871,731,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,AMATITAN,Amatitán,1252,-103.7666667,20.85,EJE NEOVOLCÁNICO,1,Occidente,5,V
872,871,872,732,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,AMATITAN,Amatitán,1252,-103.7666667,20.85,EJE NEOVOLCÁNICO,1,Occidente,5,V
873,872,873,733,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,TEQUILA,Tequila,1210,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
874,873,874,817,0,0,Tripsacum bravum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
875,874,875,819,0,0,Tripsacum bravum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
876,875,876,822,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
877,876,877,824,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
878,877,878,828,0,0,Tripsacum bravum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
879,878,879,830,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
880,879,880,856,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,TEQUILA,La Toma,1200,-103.85,20.91666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
881,880,881,734,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,HOSTOTIPAQUILLO,Santo Tomas,1233,-104.1,21,EJE NEOVOLCÁNICO,1,Occidente,5,V
882,881,882,1121,0,0,Tripsacum sp,Tripsacum,0,0,NAYARIT,AHUACATLÁN,"Km 7.6, carretera Ahuacatlán-Amatlán de Cañas",1334,-104.4833889,21.00313889,SIERRA MADRE DEL SUR,1,Occidente,5,V
883,882,883,735,0,0,Tripsacum maizar,Tripsacum,0,0,JALISCO,HOSTOTIPAQUILLO,Hostotipaquillo,1206,-104.2166667,21.03333333,EJE NEOVOLCÁNICO,1,Occidente,5,V
884,883,884,833,0,0,Tripsacum maizar,Tripsacum,0,0,JALISCO,HOSTOTIPAQUILLO,San José de Gracia,1200,-104.25,21.05,EJE NEOVOLCÁNICO,1,Occidente,5,V
885,884,885,876,0,0,Tripsacum maizar,Tripsacum,0,0,JALISCO,HOSTOTIPAQUILLO,San José de Gracia,1200,-104.25,21.05,EJE NEOVOLCÁNICO,1,Occidente,5,V
886,885,886,1122,0,0,Tripsacum sp,Tripsacum,0,0,NAYARIT,JALA,Km 8 carretera Aguaje-Jomulco,1526,-104.3916667,21.09397222,SIERRA MADRE OCCIDENTAL,1,Occidente,5,V
887,886,887,758,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,QUERÉTARO ARTEAGA,PINAL DE AMOLES,Escanelilla,1150,-99.58333333,21.16666667,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
888,887,888,759,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,QUERÉTARO ARTEAGA,PINAL DE AMOLES,Ahuacatlan,1150,-99.58333333,21.16666667,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
889,888,889,760,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,QUERÉTARO ARTEAGA,PINAL DE AMOLES,Ahuacatlan,1150,-99.58333333,21.16666667,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
890,889,890,795,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,QUERÉTARO ARTEAGA,PINAL DE AMOLES,Escanelilla,1150,-99.58333333,21.16666667,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
891,890,891,799,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,QUERÉTARO ARTEAGA,PINAL DE AMOLES,Ahuacatlan,1150,-99.58333333,21.16666667,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
892,891,892,1123,0,0,Tripsacum sp,Tripsacum,0,0,NAYARIT,JALA,"Mirador La Joya 1 Valle, km 123, carretera Guadalajara-Tepic",1312,-104.5445833,21.18302778,EJE NEOVOLCÁNICO,9,Sierras y llanuras del Noroeste,4,IV
893,892,893,1124,0,0,Tripsacum sp,Tripsacum,0,0,NAYARIT,JALA,"Mirador La Joya 2 Valle, 400 m de la bajada rumbo a camino a Tegupexpan",1312,-104.5445833,21.18302778,EJE NEOVOLCÁNICO,9,Sierras y llanuras del Noroeste,4,IV
894,893,894,1125,0,0,Tripsacum sp,Tripsacum,0,0,NAYARIT,JALA,"Camino La Joya-Tequepexpan, 2.9 km de la entrada al Valle de la Joya, camino rumbo Valle de la Joya a Tequepexpan",1352,-104.5466667,21.19652778,SIERRA MADRE OCCIDENTAL,9,Sierras y llanuras del Noroeste,4,IV
895,894,895,889,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,QUERÉTARO ARTEAGA,JALPAN DE SERRA,Jalpan,1212,-99.51461111,21.20730556,SIERRA MADRE ORIENTAL,4,Llanuras y sierras con vertiente al Golfo,8,VIII
